id;bpmProcessId;caseGroupId;caseTypeId;storeId;createDate;createdBy;modifyDate;modifiedBy;endDate;dueDate;status;parameter1;parameter2;parameter3;parameter4;parameter5;parameter6;parameter7;parameter8;parameter9;parameter10;parameter11;parameter12;parameter13;parameter14;parameter15
593;10493;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
594;10494;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null
595;10495;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null
596;10496;2;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null
597;10497;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
598;10498;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
599;10499;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
600;10500;7;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null
601;10501;1;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null
602;10502;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;5.01;null;null;null;null;null;null;null;null;null;null;null;null;null;null
603;10503;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;7.02;null;null;null;null;null;null;null;null;null;null;null;null;null;null
604;10504;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
605;10505;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
606;10506;1;1;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null
607;10507;1;2;2;01-01-2014;2;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null
608;10508;1;2;2;01-01-2014;1;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null
609;10509;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null
610;10510;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
611;10511;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
612;10512;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null
613;10513;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null
614;10514;2;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null
615;10515;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
616;10516;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
617;10517;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
618;10518;7;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null
619;10519;1;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null
620;10520;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;5.01;null;null;null;null;null;null;null;null;null;null;null;null;null;null
621;10521;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;7.02;null;null;null;null;null;null;null;null;null;null;null;null;null;null
622;10522;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
623;10523;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
624;10524;1;1;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null
625;10525;1;2;2;01-01-2014;2;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null
626;10526;1;2;2;01-01-2014;1;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null
627;10527;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null
628;10528;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
629;10529;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
630;10530;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null
631;10531;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null
632;10532;2;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null
633;10533;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
634;10534;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
635;10535;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
636;10536;7;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null
637;10537;1;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null
638;10538;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;5.01;null;null;null;null;null;null;null;null;null;null;null;null;null;null
639;10539;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;7.02;null;null;null;null;null;null;null;null;null;null;null;null;null;null
640;10540;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
641;10541;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
642;10542;1;1;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null
643;10543;1;2;2;01-01-2014;2;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null
644;10544;1;2;2;01-01-2014;1;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null
645;10545;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null
646;10546;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
647;10547;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
648;10548;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null
649;10549;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null
650;10550;2;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null
651;10551;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
652;10552;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
653;10553;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
654;10554;7;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null
655;10555;1;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null
656;10556;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;5.01;null;null;null;null;null;null;null;null;null;null;null;null;null;null
657;10557;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;7.02;null;null;null;null;null;null;null;null;null;null;null;null;null;null
658;10558;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
659;10559;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
660;10560;1;1;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null
661;10561;1;2;2;01-01-2014;2;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null
662;10562;1;2;2;01-01-2014;1;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null
663;10563;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null
664;10564;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
665;10565;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
666;10566;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null
667;10567;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null
668;10568;2;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null
669;10569;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
670;10570;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
671;10571;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
672;10572;7;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null
673;10573;1;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null
674;10574;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;5.01;null;null;null;null;null;null;null;null;null;null;null;null;null;null
675;10575;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;7.02;null;null;null;null;null;null;null;null;null;null;null;null;null;null
676;10576;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
677;10577;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
678;10578;1;1;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null
679;10579;1;2;2;01-01-2014;2;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null
680;10580;1;2;2;01-01-2014;1;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null
681;10581;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null
682;10582;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
683;10583;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
684;10584;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null
685;10585;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null
686;10586;2;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null
687;10587;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
688;10588;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
689;10589;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
690;10590;7;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null
691;10591;1;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null
692;10592;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;5.01;null;null;null;null;null;null;null;null;null;null;null;null;null;null
693;10593;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;7.02;null;null;null;null;null;null;null;null;null;null;null;null;null;null
694;10594;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
695;10595;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
696;10596;1;1;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null
697;10597;1;2;2;01-01-2014;2;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null
698;10598;1;2;2;01-01-2014;1;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null
699;10599;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null
700;10600;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
701;10601;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
702;10602;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null
703;10603;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null
704;10604;2;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null
705;10605;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
706;10606;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
707;10607;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
708;10608;7;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null
709;10609;1;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null
710;10610;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;5.01;null;null;null;null;null;null;null;null;null;null;null;null;null;null
711;10611;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;7.02;null;null;null;null;null;null;null;null;null;null;null;null;null;null
712;10612;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
713;10613;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
714;10614;1;1;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null
715;10615;1;2;2;01-01-2014;2;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null
716;10616;1;2;2;01-01-2014;1;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null
717;10617;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null
718;10618;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
719;10619;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
720;10620;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null
721;10621;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null
722;10622;2;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null
723;10623;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
724;10624;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
725;10625;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
726;10626;7;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null
727;10627;1;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null
728;10628;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;5.01;null;null;null;null;null;null;null;null;null;null;null;null;null;null
729;10629;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;7.02;null;null;null;null;null;null;null;null;null;null;null;null;null;null
730;10630;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
731;10631;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
732;10632;1;1;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null
733;10633;1;2;2;01-01-2014;2;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null
734;10634;1;2;2;01-01-2014;1;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null
735;10635;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null
736;10636;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
737;10637;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
738;10638;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null
739;10639;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null
740;10640;2;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null
741;10641;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
742;10642;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
743;10643;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
744;10644;7;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null
745;10645;1;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null
746;10646;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;5.01;null;null;null;null;null;null;null;null;null;null;null;null;null;null
747;10647;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;7.02;null;null;null;null;null;null;null;null;null;null;null;null;null;null
748;10648;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
749;10649;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
750;10650;1;1;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null
751;10651;1;2;2;01-01-2014;2;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null
752;10652;1;2;2;01-01-2014;1;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null
753;10653;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null
754;10654;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
755;10655;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
756;10656;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null
757;10657;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null
758;10658;2;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null
759;10659;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
760;10660;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
761;10661;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
762;10662;7;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null
763;10663;1;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null
